stkcd,year,eng1_name,eng2_name,eng1_pid,eng2_pid,eqr_name,eqr_pid,eqr_ann_date,worktie,worktie_eng1_eng2,tie_projects
300408,2023,廖朝理,纪耀钿,3041562、3041562.0,30394370、30394370.0,蒋红伍,30249097.0,2024-04-27,0,1,
300409,2020,徐冬冬,刘志鹏,30305587、30305587.0,30618584、30618584.0,,,,0,0,
300409,2021,徐冬冬,刘志鹏,30305587、30305587.0,30618584、30618584.0,谢晖,30269479.0,2021-04-28,0,1,
300409,2022,徐冬冬,刘志鹏,30305587、30305587.0,30618584、30618584.0,,,,0,1,
300409,2023,章顺文,柴喜峰,30312064、30312064.0,30363554、30363554.0,,,,0,1,
300410,2020,王庆华,杨小龙,30429737.0、30433248、30433248.0,30292971、30292971.0,,,,0,0,
300410,2021,王庆华,杨小龙,30429737.0、30433248、30433248.0,30292971、30292971.0,史春生,,2021-04-28,0,1,
300410,2022,王庆华,杨小龙,30429737.0、30433248、30433248.0,30292971、30292971.0,,,,0,1,
300410,2023,杨小龙,李晓娟,30292971、30292971.0,30619045、30619045.0,,,,0,0,
300411,2020,沈培强,朱俊峰,30302268、30302268.0,30388640、30388640.0,,,,0,1,
300411,2021,吴慧,王飞燕,30328591、30328591.0,30653591、30653591.0,,,,0,0,
300411,2022,吴慧,王飞燕,30328591、30328591.0,30653591、30653591.0,,,,0,1,
300411,2023,吴慧,王飞燕,30328591、30328591.0,30653591、30653591.0,身份证件,,2024-01-08,0,1,
300412,2020,吴广,孙玮,30427168、30427168.0,30372342、30372342.0、30428777.0,,,,0,0,
300412,2021,孙玮,顾喆奇,30372342、30372342.0、30428777.0,30427337、30427337.0,,,,0,0,
300412,2022,周密,杨攀,30427438、30427438.0,30619657、30619657.0,,,,0,0,
300412,2023,周密,顾喆奇,30427438、30427438.0,30427337、30427337.0,,,,0,0,
300413,2020,李新葵,张红,30268260、30268260.0,30261591.0、30426026.0、30426871.0、30546685、30546685.0,,,,0,1,
300413,2021,刘钢跃,张红,30286246、30286246.0,30261591.0、30426026.0、30426871.0、30546685、30546685.0,,,,0,1,
300413,2022,郑生军,胡健,30322066、30322066.0,30427544.0、30642398、30642398.0,,,,0,0,
300413,2023,郑生军,胡健,30322066、30322066.0,30427544.0、30642398、30642398.0,,,,0,1,
300414,2020,李敏,王小敏,30261461、30261461.0、30327661.0、30422859.0、30426113.0、30545371.0、30654159.0、30984930.0,30318382、30318382.0、30425773.0,,,,0,1,
300414,2021,李敏,王小敏,30261461、30261461.0、30327661.0、30422859.0、30426113.0、30545371.0、30654159.0、30984930.0,30318382、30318382.0、30425773.0,,,,0,1,
300414,2022,张兰,王小敏,30336827、30336827.0、30427385.0,30318382、30318382.0、30425773.0,周平于,,2022-03-25,0,1,
300414,2023,张兰,付依林,30336827、30336827.0、30427385.0,30427581、30427581.0,周平于,,2024-04-16,0,0,
300415,2020,周重揆,侯少龙,30125314、30125314.0,30618877、30618877.0,,,,0,0,
300415,2021,王振宇,侯少龙,30262604、30262604.0,30618877、30618877.0,,,,0,0,
300415,2022,王振宇,吴楠,30262604、30262604.0,30640704、30640704.0,,,,0,1,
300415,2023,王振宇,吴楠,30262604、30262604.0,30640704、30640704.0,叶喜撑,30292967.0,2024-04-19,0,1,
300416,2020,苏娜,史文明,30406393、30406393.0,30353106、30353106.0,夏先锋,30268995.0,2020-04-10,0,1,
300416,2021,史文明,谢文彬,30353106、30353106.0,30427727、30427727.0,陈笑春,30319103.0,2021-03-17,0,1,
300416,2022,史文明,纪纬,30353106、30353106.0,30353107、30353107.0,陈笑春,30319103.0,2022-03-31,0,1,
300416,2023,纪纬,程迎春,30353107、30353107.0,30738417、30738417.0,傅磊,30427603.0,2024-03-29,0,0,
300417,2020,陈莹,张玉华,30287545、30287545.0、30330322.0,30546961、30546961.0,蒋西军,30263606.0,2020-04-27,0,1,
300417,2021,陈莹,张玉华,30287545、30287545.0、30330322.0,30546961、30546961.0,蒋西军,30263606.0,2021-04-28,0,1,
300417,2022,周振,关国樑,30375288、30375288.0,30683053、30683053.0,王祖诚,30417116.0,2022-11-08,0,0,
300417,2023,戈三平,程坤阳,30429357、30429357.0,30682646、30682646.0,王祖诚,30417116.0,2024-04-25,0,1,
300418,2020,强桂英,王绪增,30290744、30290744.0,30584216、30584216.0,,,,0,0,
300418,2021,强桂英,王绪增,30290744、30290744.0,30584216、30584216.0,,,,0,1,
300418,2022,张福建,孙继伟,30108848、30108848.0,30367982、30367982.0,朱锦梅,3061024.0,2022-04-28,0,0,
300418,2023,张福建,孙继伟,30108848、30108848.0,30367982、30367982.0,李璟,30298667.0、30619062.0,2024-04-24,0,1,
300419,2020,张力,韩仰,30259549、30259549.0、30329227.0、30416652.0,30298504、30298504.0,,,,0,0,
300419,2021,张力,黄莹,30259549、30259549.0、30329227.0、30416652.0,30425617、30425617.0、30654961.0,刘婕,30425883.0,2021-04-26,0,0,
300419,2022,张力,冯海英,30259549、30259549.0、30329227.0、30416652.0,30583489、30583489.0,谢峰,30268711.0,2022-04-28,0,1,
300419,2023,张力,韩仰,30259549、30259549.0、30329227.0、30416652.0,30298504、30298504.0,谢峰,30268711.0,2023-04-27,0,1,
300420,2020,陈焱鑫,梁政洪,30310364、30310364.0,30546463、30546463.0,,,,0,1,
300420,2021,闻国胜,张舸,30417651、30417651.0,30417535、30417535.0,,,,0,0,
300420,2022,任华贵,李鹏程,30341026、30341026.0,30416894、30416894.0,王进,30286507.0、30426944.0、30428753.0、30653221.0,2022-04-27,0,0,
300420,2023,任华贵,张舸,30341026、30341026.0,30417535、30417535.0,姜云峰,,2024-04-25,0,0,
300421,2020,诸旭敏,何卫明,30296632、30296632.0,30310407、30310407.0,史慧,30327862.0,2020-04-25,0,1,
300421,2021,伍敏,何卫明,30428770、30428770.0,30310407、30310407.0,史慧,30327862.0,2021-04-10,1,1,AUD-000545-2018
300421,2022,何卫明,杭烽,30310407、30310407.0,30684108、30684108.0,史慧,30327862.0,2022-04-29,0,0,
300421,2023,何卫明,杭烽,30310407、30310407.0,30684108、30684108.0,杨俊玉,30351933.0,2024-03-13,0,1,
300422,2020,李明,张卫帆,30310267.0、30318873、30318873.0、30418672.0、30423113.0,30568610、30568610.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2020-04-29,0,1,
300422,2021,李明,张卫帆,30310267.0、30318873、30318873.0、30418672.0、30423113.0,30568610、30568610.0,王军,30418445.0、30428375.0、30428376.0、30640410.0,2021-04-20,0,1,
300422,2022,李明,张卫帆,30310267.0、30318873、30318873.0、30418672.0、30423113.0,30568610、30568610.0,赵永春,30376238.0,2022-10-27,0,1,
300422,2023,冯炬,李泽毅,30428486、30428486.0,30583414、30583414.0,王荐,,2024-04-26,0,1,
300423,2020,邓华明,毕小雨,30342047、30342047.0,30618892、30618892.0,,,,0,0,
300423,2021,邓华明,曾祥胜,30342047、30342047.0,30641570、30641570.0,,,,0,0,
300423,2022,赵国梁,曾祥胜,30302683、30302683.0,30641570、30641570.0,,,,0,0,
300423,2023,赵国梁,曾祥胜,30302683、30302683.0,30641570、30641570.0,,,,0,1,
300424,2020,胡敏坚,吴周平,30327724、30327724.0,30579792、30579792.0,,,,0,0,
300424,2021,胡敏坚,吴周平,30327724、30327724.0,30579792、30579792.0,张俊杰,30423088.0,2021-04-26,0,1,
300424,2022,刘远帅,吴周平,30328719、30328719.0,30579792、30579792.0,林杭,,2022-04-27,0,0,
300424,2023,刘远帅,吴周平,30328719、30328719.0,30579792、30579792.0,洪文伟,30259434.0,2024-04-25,0,1,
300425,2020,李振,汪文锋,30427569.0、30584223、30584223.0,30584218、30584218.0,蔡晓丽,30290681.0,2020-08-26,0,1,
300425,2021,李振,汪文锋,30427569.0、30584223、30584223.0,30584218、30584218.0,,,,0,1,
300425,2022,李振,程寿山,30427569.0、30584223、30584223.0,30683675、30683675.0,蔡晓丽,30290681.0,2021-12-10,0,0,
300425,2023,李振,程寿山,30427569.0、30584223、30584223.0,30683675、30683675.0,许来正,30356332.0,2023-04-22,0,1,
300426,2020,汪新民,曹时宜,30422193、30422193.0,30619963、30619963.0,,,,0,0,
300426,2021,汪新民,曹时宜,30422193、30422193.0,30619963、30619963.0,程汉涛,,2021-01-26,0,1,
300426,2022,汪新民,何洞潭,30422193、30422193.0,30683827、30683827.0,龚勇,30619980.0,2022-01-25,0,0,
300426,2023,李萍,曹时宜,30127016.0、30287393、30287393.0、30421716.0、30426013.0、30429435.0,30619963、30619963.0,邵振宇,30281162.0,2023-10-11,0,0,
300427,2020,林炎临,周起予,30319344、30319344.0,30611028、30611028.0,林玉枝,,2020-04-29,0,0,
300427,2021,林炎临,周起予,30319344、30319344.0,30611028、30611028.0,林玉枝,,2021-10-29,0,1,
300427,2022,林炎临,周起予,30319344、30319344.0,30611028、30611028.0,林玉枝,,2022-04-28,0,1,
300427,2023,林炎临,周起予,30319344、30319344.0,30611028、30611028.0,杨海固,30363353.0,2023-12-12,0,1,
300428,2020,吴强,蔺儒坤,30423258、30423258.0、30736893.0,30547827、30547827.0,,,,0,1,
300428,2021,范学军,蔺儒坤,30300730、30300730.0,30547827、30547827.0,李岩,30333883.0、30643526.0,2021-04-26,0,0,
300428,2022,范学军,顾庆刚,30300730、30300730.0,30423259、30423259.0,李岩,30333883.0、30643526.0,2022-04-25,0,0,
300428,2023,吴强,顾庆刚,30423258、30423258.0、30736893.0,30423259、30423259.0,肖桂莲,30320689.0,2024-04-25,0,1,
300429,2020,田业阳,盛金荣,30319102、30319102.0,30618884、30618884.0,王宜峻,,2020-04-28,0,0,
300429,2021,田业阳,盛金荣,30319102、30319102.0,30618884、30618884.0,陈振伟,30405118.0,2020-12-10,1,1,AUD-603937-2018
300429,2022,田业阳,盛金荣,30319102、30319102.0,30618884、30618884.0,,,,0,1,
300429,2023,田业阳,龚贤陶,30319102、30319102.0,30731975、30731975.0,,,,0,0,
300430,2020,向辉,付莉,30287015、30287015.0,30618309、30618309.0,刘仁勇,,2020-08-28,0,0,
300430,2021,向辉,廖梅,30287015、30287015.0,30388480、30388480.0,刘仁勇,,2021-04-21,0,1,
300430,2022,向辉,陈雅婷,30287015、30287015.0,30606632、30606632.0,肖献敏,,2022-04-25,0,0,
300430,2023,向辉,潘杨州,30287015、30287015.0,30428845、30428845.0,刘仁勇,,2024-04-22,0,1,
300432,2020,顾雪峰,陈璐瑛,30137492、30137492.0,30429308、30429308.0,,,,0,1,
300432,2021,张朱华,濮琪纬,30356931、30356931.0,30641841、30641841.0,何剑,30268329.0,2021-04-27,0,0,
300432,2022,张朱华,濮琪纬,30356931、30356931.0,30641841、30641841.0,何剑,30268329.0,2022-04-27,0,1,
300432,2023,陈璐瑛,濮琪纬,30429308、30429308.0,30641841、30641841.0,葛伟俊,3064282.0,2024-04-27,0,0,
300433,2020,刘利亚,唐世娟,30287448、30287448.0,30428320、30428320.0,,,,0,0,
300433,2021,刘利亚,唐世娟,30287448、30287448.0,30428320、30428320.0,,,,0,1,
300433,2022,贺梦然,唐世娟,30275103、30275103.0,30428320、30428320.0,,,,0,1,
300433,2023,贺梦然,唐世娟,30275103、30275103.0,30428320、30428320.0,,,,0,1,
300434,2020,张宇,王忆,30268118.0、30424230.0、30428924、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,30618589、30618589.0,,,,0,0,
300434,2021,张宇,王忆,30268118.0、30424230.0、30428924、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,30618589、30618589.0,王许,30331464.0,2021-04-27,0,1,
300434,2022,张宇,李茗薇,30268118.0、30424230.0、30428924、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,30683828、30683828.0,王许,30331464.0,2022-04-26,0,0,
300434,2023,张宇,李茗薇,30268118.0、30424230.0、30428924、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,30683828、30683828.0,王许,30331464.0,2024-04-26,0,1,
300435,2020,许松飞,张晓燕,30342221、30342221.0,30428222、30428222.0,,,,0,1,
300435,2021,许松飞,程度,30342221、30342221.0,30619693、30619693.0,,,,0,1,
300435,2022,许松飞,程度,30342221、30342221.0,30619693、30619693.0,,,,0,1,
300435,2023,许松飞,程度,30342221、30342221.0,30619693、30619693.0,,,,0,1,
300436,2020,王庆莲,邱尔杰,30303169、30303169.0,30429122、30429122.0,,,,0,0,
300436,2021,王庆莲,赖镇业,30303169、30303169.0,30644061、30644061.0,,,,0,0,
300436,2022,王庆莲,赖镇业,30303169、30303169.0,30644061、30644061.0,,,,0,1,
300436,2023,王庆莲,赖镇业,30303169、30303169.0,30644061、30644061.0,,,,0,1,
300437,2020,李光宇,黄志刚,30555981、30555981.0,30269213、30269213.0、30641285.0,,,,0,0,
300437,2021,李光宇,闫磊,30555981、30555981.0,30386085.0、30429805、30429805.0,,,,0,1,
300437,2022,李光宇,王玉恒,30555981、30555981.0,30682387、30682387.0,,,,0,0,
300437,2023,李光宇,王玉恒,30555981、30555981.0,30682387、30682387.0,郑建彪,30169698.0,2023-11-08,0,1,
300438,2020,俞健业,徐如杰,30583858、30583858.0,30301588、30301588.0,,,,0,0,
300438,2021,王韶华,徐如杰,30268533、30268533.0,30301588、30301588.0,,,,0,0,
300438,2022,周济平,刘伟,30367537、30367537.0,30370611.0、30418088.0、30423321.0、30424722.0、30545153、30545153.0、30618417.0、30618443.0、30646760.0、30683666.0、30736335.0,,,,0,1,
300438,2023,周济平,刘伟,30367537、30367537.0,30370611.0、30418088.0、30423321.0、30424722.0、30545153、30545153.0、30618417.0、30618443.0、30646760.0、30683666.0、30736335.0,冯琨琮,30331580.0,2023-09-27,0,1,
300439,2020,李勇平,陈云艳,30317382、30317382.0,30430189、30430189.0,,,,0,1,
300439,2021,李勇平,李静程,30317382、30317382.0,30545284、30545284.0,陈科举,30299795.0,2021-04-27,0,1,
300439,2022,李勇平,李静程,30317382、30317382.0,30545284、30545284.0,陈科举,30299795.0,2022-04-23,0,1,
300439,2023,李勇平,梁潇,30317382、30317382.0,30663675、30663675.0,孙峰,30318963.0,2024-04-19,0,1,
300440,2020,杨锡光,石卉,30279746、30279746.0,30583802、30583802.0,郭东超,30316224.0,2020-04-25,1,1,AUD-002651-2019
300440,2021,胡如昌,石卉,30429502、30429502.0,30583802、30583802.0,郭东超,30316224.0,2021-04-28,1,0,AUD-002651-2018;AUD-603010-2020;AUD-002651-2019;AUD-002651-2020
300440,2022,胡如昌,石卉,30429502、30429502.0,30583802、30583802.0,刘玉显,30285570.0,2022-04-26,0,1,
300440,2023,廖继平,石卉,30316225、30316225.0,30583802、30583802.0,刘玉显,30285570.0,2024-04-26,0,0,
300441,2020,郭文令,彭远卓,30295141、30295141.0,30329809、30329809.0,,,,0,1,
300441,2021,郭文令,彭远卓,30295141、30295141.0,30329809、30329809.0,,,,0,1,
300441,2022,薛伟,温鑫萍,30544285.0、30682725、30682725.0,30683518、30683518.0,,,,0,0,
300441,2023,薛伟,温鑫萍,30544285.0、30682725、30682725.0,30683518、30683518.0,,,,0,1,
300442,2020,李春华,金春敏,30297178、30297178.0,30562858、30562858.0,,,,0,0,
300442,2021,李春华,唐健,30297178、30297178.0,30569321、30569321.0,,,,0,1,
300442,2022,熊明峰,吴岳松,30321924、30321924.0,30547824、30547824.0,,,,0,1,
300442,2023,熊明峰,荆伟伟,30321924、30321924.0,30618789、30618789.0,褚诗炜,30295923.0,2023-12-23,0,0,
300443,2020,王燕,李满,30344626.0、30426220.0、30429483.0、30429484、30429484.0、30618889.0,30429429、30429429.0、30577724.0,,,,0,1,
300443,2021,王传顺,李满,30158970、30158970.0,30429429、30429429.0、30577724.0,,,,0,1,
300443,2022,王传顺,聂梓敏,30158970、30158970.0,30578522、30578522.0,高飞,30429899.0、30430185.0、30618542.0,2022-08-26,0,1,
300443,2023,王传顺,聂梓敏,30158970、30158970.0,30578522、30578522.0,高飞,30429899.0、30430185.0、30618542.0,2023-07-12,0,1,
300444,2020,赵恒勤,李俊霞,30316404、30316404.0,30263823、30263823.0,李晓思,30416926.0,2020-04-28,0,1,
300444,2021,赵恒勤,李俊霞,30316404、30316404.0,30263823、30263823.0,李晓思,30416926.0,2021-04-28,0,1,
300444,2022,赵恒勤,李俊霞,30316404、30316404.0,30263823、30263823.0,李晓思,30416926.0,2022-04-28,0,1,
300444,2023,王广鹏,王庆云,30343032、30343032.0,30722893、30722893.0,李晓思,30416926.0,2024-04-23,0,0,
300445,2020,沈晓萍,耿捷,30619011、30619011.0,30619012、30619012.0,史春生,,2020-04-28,0,0,
300445,2021,唐琳,耿捷,30428115、30428115.0,30619012、30619012.0,史春生,,2021-04-16,0,0,
300445,2022,唐琳,耿捷,30428115、30428115.0,30619012、30619012.0,马向军,,2022-03-24,0,1,
300445,2023,唐琳,马晓琳,30428115、30428115.0,30734893、30734893.0,马向军,,2024-03-27,0,0,
300446,2020,赵东旭,康明,30583439、30583439.0,30583481、30583481.0,,,,0,1,
300446,2021,王宏利,董丽,30305267、30305267.0,30428584、30428584.0,高利萍,,2021-08-24,0,1,
300446,2022,杨志,赵东旭,30329908、30329908.0,30583439、30583439.0,何峰,30269257.0,2022-10-25,0,0,
300446,2023,杨志,吴欣,30329908、30329908.0,30425259.0、30730193、30730193.0,何峰,30269257.0,2023-12-14,0,0,
300447,2020,胡学文,李昱,30259571、30259571.0,30390444、30390444.0,陈建忠,30323055.0、30632740.0,2020-04-25,1,1,AUD-600287-2014;AUD-600305-2012
300447,2021,李昱,吴舟,30390444、30390444.0,30292370、30292370.0,虞丽新,30126116.0,2021-04-28,1,0,AUD-600128-2013;AUD-600128-2014;AUD-600128-2018;AUD-600128-2019;AUD-600128-2020;AUD-601928-2018;AUD-601928-2019
300447,2022,吴景亚,袁辈希,30427729、30427729.0,30684109、30684109.0,虞丽新,30126116.0,2022-04-26,0,0,
300447,2023,胡学文,袁辈希,30259571、30259571.0,30684109、30684109.0,夏先锋,30268995.0,2024-04-23,0,0,
300448,2020,禤文欣,魏标文,30376278、30376278.0,30300608、30300608.0,,,,0,1,
300448,2021,禤文欣,姚洁,30376278、30376278.0,30644157、30644157.0、30707633.0,,,,0,0,
300448,2022,卢玲玉,姚洁,30376279、30376279.0,30644157、30644157.0、30707633.0,,,,0,0,
300448,2023,卢玲玉,姚洁,30376279、30376279.0,30644157、30644157.0、30707633.0,,,,0,1,
300449,2020,吴雪,张世辉,30334754、30334754.0,30545278、30545278.0,,,,0,1,
300449,2021,谢中梁,张宝岩,30583871、30583871.0,30418056、30418056.0,强桂英,30290744.0,2021-04-16,0,1,
300449,2022,张宝岩,周春利,30418056、30418056.0,30417908、30417908.0,王凤岐,30288236.0,2022-04-20,0,0,
300449,2023,张宝岩,周春利,30418056、30418056.0,30417908、30417908.0,张学福,30418069.0,2023-04-26,0,1,
300450,2020,叶慧,李雯敏,30264204、30264204.0,30546757、30546757.0,周薇英,,2020-04-28,0,0,
300450,2021,郭海龙,李雯敏,30329465、30329465.0,30546757、30546757.0,周薇英,,2021-04-23,0,1,
300450,2022,郭海龙,李雯敏,30329465、30329465.0,30546757、30546757.0,徐新毅,30258599.0,2022-04-25,0,1,
300450,2023,郭海龙,周一惠,30329465、30329465.0,30666871、30666871.0,苏菊荣,30546721.0,2024-04-25,0,0,
300451,2020,余建耀,李鸿霞,30357470、30357470.0,30428170、30428170.0,,,,0,1,
300451,2021,余建耀,李鸿霞,30357470、30357470.0,30428170、30428170.0,,,,0,1,
300451,2022,余建耀,彭敏,30357470、30357470.0,30429688.0、30583351、30583351.0、30654761.0,,,,0,1,
300451,2023,余建耀,彭敏,30357470、30357470.0,30429688.0、30583351、30583351.0、30654761.0,,,,0,1,
300452,2020,张居忠,文冬梅,3064930、3064930.0,30328269、30328269.0,,,,0,1,
300452,2021,张居忠,张利,3064930、3064930.0,30426076.0、30428433、30428433.0,周薇英,,2021-04-10,0,1,
300452,2022,文冬梅,张利,30328269、30328269.0,30426076.0、30428433、30428433.0,肖小军,30435751.0,2022-07-13,0,1,
300452,2023,肖小军,丁康康,30435751、30435751.0,30682950、30682950.0,袁刚,30430886.0,2024-01-05,0,0,
300453,2020,冯丽娟,涂卫兵,3065064、3065064.0,30259364、30259364.0,,,,0,1,
300453,2021,冯丽娟,涂卫兵,3065064、3065064.0,30259364、30259364.0,,,,0,1,
300453,2022,冯丽娟,梁华,3065064、3065064.0,30428869、30428869.0,,,,0,1,
300453,2023,冯丽娟,梁华,3065064、3065064.0,30428869、30428869.0,,,,0,1,
300454,2020,蔡智锋,刘晶晶,30430114、30430114.0,30583275、30583275.0、30584237.0,曹翠丽,30296293.0,2020-04-15,1,1,AUD-000039-2014;AUD-000039-2015;AUD-000039-2016
300454,2021,蔡智锋,刘晶晶,30430114、30430114.0,30583275、30583275.0、30584237.0,曹翠丽,30296293.0,2021-04-20,1,1,AUD-000039-2014;AUD-000039-2015;AUD-000039-2016
300454,2022,蔡智锋,刘晶晶,30430114、30430114.0,30583275、30583275.0、30584237.0,曹翠丽,30296293.0,2022-04-20,1,1,AUD-000039-2014;AUD-000039-2015;AUD-000039-2016
300454,2023,廖文佳,张羚晖,30320796、30320796.0,30642389、30642389.0,,,,0,0,
300455,2020,赵东旭,康明,30583439、30583439.0,30583481、30583481.0,,,,0,1,
300455,2021,赵东旭,郑川旭,30583439、30583439.0,30653647、30653647.0,曹阳,30256294.0、30726674.0、30726773.0、30740423.0,2021-04-24,0,0,
300455,2022,赵东旭,郑川旭,30583439、30583439.0,30653647、30653647.0,张伟,30285591.0、30287580.0、30416634.0、30417351.0、30424023.0、30428111.0、30619534.0、30654277.0、30984603.0、30984738.0,2022-04-27,0,1,
300455,2023,赵东旭,王金花,30583439、30583439.0,30643175、30643175.0,张伟,30285591.0、30287580.0、30416634.0、30417351.0、30424023.0、30428111.0、30619534.0、30654277.0、30984603.0、30984738.0,2023-09-09,0,0,
300456,2020,李丽芳,张瑞,30297850、30297850.0,30325272.0、30618627、30618627.0,,,,0,0,
300456,2021,尚艳,张瑞,30642481、30642481.0,30325272.0、30618627、30618627.0,,,,0,0,
300456,2022,侯红梅,张瑞,30353636、30353636.0,30325272.0、30618627、30618627.0,钱学芹,,2022-01-04,0,0,
300456,2023,侯红梅,张瑞,30353636、30353636.0,30325272.0、30618627、30618627.0,,,,0,1,
300457,2020,王焕森,蔡晓东,30318399、30318399.0,30268347、30268347.0,,,,0,1,
300457,2021,王焕森,蔡晓东,30318399、30318399.0,30268347、30268347.0,缪志坚,30260683.0,2021-03-23,0,1,
300457,2022,江燕,傅韵时,30416324、30416324.0,30641774、30641774.0,,,,0,1,
300457,2023,傅韵时,胡文妤,30641774、30641774.0,30653361、30653361.0,,,,0,0,
300458,2020,康雪艳,文小虎,30310584、30310584.0,30618900、30618900.0,,,,0,0,
300458,2021,何晓明,杨兰,3073010、3073010.0,30428130、30428130.0,,,,0,1,
300458,2022,何晓明,杨兰,3073010、3073010.0,30428130、30428130.0,,,,0,1,
300458,2023,康雪艳,孙惠,30310584、30310584.0,30618907、30618907.0,,,,0,1,
300459,2020,蔡畅,王昌功,30334768、30334768.0,30430186、30430186.0,,,,0,1,
300459,2021,蔡畅,陶凌雪,30334768、30334768.0,30429836、30429836.0,,,,0,1,
300459,2022,陈杰超,鲁军芳,30423226、30423226.0,30683830、30683830.0,姚薇,,2022-12-24,0,0,
300459,2023,陈杰超,鲁军芳,30423226、30423226.0,30683830、30683830.0,姚薇,,2024-04-27,0,1,
300460,2020,赖其寿,肖桃树,30583237、30583237.0,30584210、30584210.0,,,,0,0,
300460,2021,赖其寿,肖桃树,30583237、30583237.0,30584210、30584210.0,包铁军,,2021-04-23,0,1,
300460,2022,赖其寿,陈建平,30583237、30583237.0,30615578、30615578.0,包铁军,,2022-04-25,0,0,
300460,2023,赖其寿,陈建平,30583237、30583237.0,30615578、30615578.0,陈勇,30280904.0、30300585.0、30428803.0、30428804.0、30428805.0,2023-04-07,0,1,
300461,2020,孙峰,吕爱珍,30318963、30318963.0,30390010、30390010.0,魏琴,30260027.0,2020-04-29,0,1,
300461,2021,孙峰,吕爱珍,30318963、30318963.0,30390010、30390010.0,魏琴,30260027.0,2021-03-30,0,1,
300461,2022,孙峰,汪帆,30318963、30318963.0,30682511、30682511.0,魏琴,30260027.0,2022-04-29,0,0,
300461,2023,孙峰,汪帆,30318963、30318963.0,30682511、30682511.0,李晶,30368369.0,2024-03-29,0,1,
300462,2020,巢序,付云海,3055612、3055612.0,30416352、30416352.0,,,,0,1,
300462,2021,巢序,姜雷阳,3055612、3055612.0,30653652、30653652.0,韩赟云,30416326.0,2021-04-26,0,0,
300462,2022,巢序,姜雷阳,3055612、3055612.0,30653652、30653652.0,韩赟云,30416326.0,2022-04-27,0,1,
300462,2023,付云海,姜雷阳,30416352、30416352.0,30653652、30653652.0,江燕,30416324.0,2024-01-08,0,0,
300463,2020,马平,卫亚辉,30429106、30429106.0,30429880、30429880.0,张宇,30268118.0、30424230.0、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,2020-04-17,0,1,
300463,2021,马平,崔霞霖,30429106、30429106.0,30429881、30429881.0,张宇,30268118.0、30424230.0、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,2021-04-28,0,1,
300463,2022,马平,崔霞霖,30429106、30429106.0,30429881、30429881.0,张宇,30268118.0、30424230.0、30428924.0、30682624.0、30690373.0、30690374.0、30690375.0、30734379.0、30734454.0,2022-04-20,0,1,
300463,2023,华毅鸿,崔霞霖,30319564、30319564.0,30429881、30429881.0,肖菲,30184660.0,2024-04-25,0,1,
300464,2020,黄斌,熊明华,30269172、30269172.0、30322451.0,30269173、30269173.0,,,,0,1,
300464,2021,黄斌,薛练武,30269172、30269172.0、30322451.0,30426640、30426640.0,,,,0,1,
300464,2022,黄斌,薛练武,30269172、30269172.0、30322451.0,30426640、30426640.0,,,,0,1,
300464,2023,黄斌,薛练武,30269172、30269172.0、30322451.0,30426640、30426640.0,,,,0,1,
300465,2020,潘高峰,张军伟,30279402、30279402.0,30427547、30427547.0,,,,0,1,
300465,2021,胡健,秦妍,30427544、30427544.0、30642398.0,30427567、30427567.0,,,,0,0,
300465,2022,刘成龙,秦妍,30427565、30427565.0,30427567、30427567.0,,,,0,0,
300465,2023,刘成龙,高丹丹,30427565、30427565.0,30639418、30639418.0,,,,0,0,
300466,2020,邱俊洲,刘升文,30262814、30262814.0,30613615、30613615.0,包铁军,,2020-04-29,0,0,
300466,2021,邱俊洲,郭玉,30262814、30262814.0,30428697、30428697.0,王曙晖,30269011.0,2021-04-26,0,1,
300466,2022,党小安,王晓蔷,30288656、30288656.0,30428480、30428480.0,周薇英,,2022-09-28,0,1,
300466,2023,汪军,李鹏程,30417579、30417579.0,30416894、30416894.0,李大胜,,2023-12-02,0,0,
300467,2020,廖继平,汪璐露,30316225、30316225.0,30620136、30620136.0,,,,0,0,
300467,2021,廖继平,汪璐露,30316225、30316225.0,30620136、30620136.0,,,,0,1,
300467,2022,廖继平,汪璐露,30316225、30316225.0,30620136、30620136.0,,,,0,1,
300467,2023,郭东超,汪璐露,30316224、30316224.0,30620136、30620136.0,唐炫,30275424.0,2024-04-24,0,0,
300468,2020,俞健业,梁倩倩,30583858、30583858.0,30618471、30618471.0,,,,0,0,
300468,2021,俞健业,杨新春,30583858、30583858.0,30290944、30290944.0,张俊杰,30423088.0,2021-04-09,0,0,
300468,2022,俞健业,谭雯婷,30583858、30583858.0,30683676、30683676.0,,,,0,0,
300468,2023,俞健业,谭雯婷,30583858、30583858.0,30683676、30683676.0,陈新伟,30608691.0,2024-04-25,0,1,
